DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
11/15/2018,17:00,,,40.7731,-73.84566,"(40.7731, -73.84566)",COLLEGE POINT BOULEVARD         ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4021619,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
11/15/2018,17:00,,,40.77873,-73.97784,"(40.77873, -73.97784)",WEST 74 STREET                  ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4021826,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
11/15/2018,17:00,,,,,,FLATBUSH AVENUE                 ,GRAND ARMY PLAZA,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4021879,Taxi,Sedan,,,
11/15/2018,17:00,MANHATTAN,10033,,,,CROSS BRONX EXPRESSWAY          ,ALEXANDER HAMILTON BRIDGE,,5,0,0,0,0,0,5,0,Pavement Slippery,Unspecified,,,,4021756,Sedan,Chassis Cab,,,
11/15/2018,17:05,,,40.659016,-73.85473,"(40.659016, -73.85473)",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4021581,Station Wagon/Sport Utility Vehicle,Sedan,,,
11/15/2018,17:08,,,40.747833,-73.83301,"(40.747833, -73.83301)",BOOTH MEMORIAL AVENUE           ,COLLEGE POINT BOULEVARD,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,,,,4021622,Station Wagon/Sport Utility Vehicle,Sedan,,,
11/15/2018,17:09,QUEENS,11367,40.735096,-73.82525,"(40.735096, -73.82525)",MAIN STREET                     ,GRAVETT ROAD,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4021570,Sedan,Sedan,,,
11/15/2018,17:10,MANHATTAN,10024,40.78214,-73.975914,"(40.78214, -73.975914)",,,101       WEST 79 STREET                ,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,4021821,Sedan,Box Truck,,,
11/15/2018,17:10,BROOKLYN,11203,40.655766,-73.94446,"(40.655766, -73.94446)",,,449       CLARKSON AVENUE               ,1,0,0,0,0,0,1,0,Other Vehicular,Unspecified,,,,4021630,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
11/15/2018,17:15,QUEENS,11361,40.759727,-73.771645,"(40.759727, -73.771645)",,,211-10    NORTHERN BOULEVARD            ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4021594,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
11/15/2018,17:15,,,40.818172,-73.95649,"(40.818172, -73.95649)",BROADWAY                        ,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,4021539,Sedan,Bus,,,
11/15/2018,17:20,BROOKLYN,11211,40.710533,-73.95514,"(40.710533, -73.95514)",BORINQUEN PLACE                 ,RODNEY STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4021782,Box Truck,Station Wagon/Sport Utility Vehicle,,,
11/15/2018,17:30,BROOKLYN,11205,40.69802,-73.97499,"(40.69802, -73.97499)",,,63        FLUSHING AVENUE               ,0,0,0,0,0,0,0,0,Unspecified,,,,,4021528,Station Wagon/Sport Utility Vehicle,,,,
11/15/2018,17:30,BROOKLYN,11230,40.61355,-73.96202,"(40.61355, -73.96202)",,,1473      EAST 12 STREET                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,4021901,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
11/15/2018,17:30,BROOKLYN,11238,40.672955,-73.963715,"(40.672955, -73.963715)",,,400       LINCOLN PLACE                 ,0,0,0,0,0,0,0,0,Unspecified,,,,,4021549,Sedan,,,,
11/15/2018,17:30,MANHATTAN,10021,40.773388,-73.96428,"(40.773388, -73.96428)",,,944       MADISON AVENUE                ,0,0,0,0,0,0,0,0,Unspecified,,,,,4021840,Station Wagon/Sport Utility Vehicle,,,,
11/15/2018,17:30,QUEENS,11364,40.75473,-73.7537,"(40.75473, -73.7537)",CLOVERDALE BOULEVARD            ,56 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4021592,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
11/15/2018,17:30,QUEENS,11419,40.687668,-73.8117,"(40.687668, -73.8117)",107 AVENUE                      ,133 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4021582,Sedan,Sedan,,,
11/15/2018,17:30,QUEENS,11423,40.7135,-73.75607,"(40.7135, -73.75607)",204 STREET                      ,JAMAICA AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4021896,Station Wagon/Sport Utility Vehicle,Sedan,,,
11/15/2018,17:30,QUEENS,11428,40.714363,-73.752205,"(40.714363, -73.752205)",JAMAICA AVENUE                  ,208 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4021545,Sedan,Sedan,,,
11/15/2018,17:30,QUEENS,11413,40.678783,-73.74412,"(40.678783, -73.74412)",133 AVENUE                      ,225 STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4021559,Station Wagon/Sport Utility Vehicle,Sedan,,,
11/15/2018,17:34,BROOKLYN,11232,40.646004,-73.99862,"(40.646004, -73.99862)",,,4117      8 AVENUE                      ,0,0,0,0,0,0,0,0,Unspecified,,,,,4021814,Sedan,,,,
11/15/2018,17:35,,,40.728424,-73.79285,"(40.728424, -73.79285)",75 AVENUE                       ,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4021571,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
11/15/2018,17:40,,,40.748848,-73.759026,"(40.748848, -73.759026)",HORACE HARDING EXPRESSWAY       ,219 STREET,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,Unspecified,,,4021728,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,
11/15/2018,17:40,,,40.74121,-73.84277,"(40.74121, -73.84277)",LONG ISLAND EXPRESSWAY          ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4021718,Sedan,Station Wagon/Sport Utility Vehicle,,,
11/15/2018,17:44,MANHATTAN,10022,40.75853,-73.967514,"(40.75853, -73.967514)",,,240       EAST 55 STREET                ,0,0,0,0,0,0,0,0,Obstruction/Debris,,,,,4021684,Sedan,,,,
11/15/2018,17:45,BRONX,10465,40.832546,-73.827835,"(40.832546, -73.827835)",,,3433      EAST TREMONT AVENUE           ,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,4021641,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
11/15/2018,17:47,QUEENS,11365,40.73692,-73.80858,"(40.73692, -73.80858)",160 STREET                      ,65 AVENUE,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4021778,Station Wagon/Sport Utility Vehicle,Sedan,,,
11/15/2018,17:50,BROOKLYN,11201,40.687313,-73.99195,"(40.687313, -73.99195)",BERGEN STREET                   ,BOERUM PLACE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4021612,Station Wagon/Sport Utility Vehicle,,,,
11/15/2018,17:50,MANHATTAN,10021,40.77345,-73.96423,"(40.77345, -73.96423)",,,946       MADISON AVENUE                ,0,0,0,0,0,0,0,0,Unspecified,,,,,4021854,Sedan,,,,
11/15/2018,17:50,QUEENS,11434,40.657776,-73.77031,"(40.657776, -73.77031)",,,175-15    ROCKAWAY BOULEVARD            ,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,4021734,Sedan,FED E,,,
11/15/2018,17:51,QUEENS,11378,40.730972,-73.92204,"(40.730972, -73.92204)",46 STREET                       ,54 ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4021552,Sedan,,,,
11/15/2018,17:57,QUEENS,11101,40.74706,-73.929344,"(40.74706, -73.929344)",35 STREET                       ,SKILLMAN AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4021551,Taxi,Station Wagon/Sport Utility Vehicle,,,
11/15/2018,18:00,BROOKLYN,11204,40.61137,-73.973495,"(40.61137, -73.973495)",AVENUE O                        ,MC DONALD AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4021700,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
11/15/2018,18:00,BROOKLYN,11211,40.712795,-73.95867,"(40.712795, -73.95867)",ROEBLING STREET                 ,SOUTH 1 STREET,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,4021789,Sedan,Snow Plow,,,
11/15/2018,18:00,QUEENS,11354,40.771587,-73.81007,"(40.771587, -73.81007)",BAYSIDE AVENUE                  ,154 STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4021613,Taxi,Sedan,,,
11/15/2018,18:00,QUEENS,11358,40.770905,-73.79878,"(40.770905, -73.79878)",29 AVENUE                       ,166 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4021607,Sedan,Sedan,,,
11/15/2018,18:00,QUEENS,11429,40.703217,-73.73427,"(40.703217, -73.73427)",223 STREET                      ,MURDOCK AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4021560,Sedan,Sedan,,,
11/15/2018,18:00,QUEENS,11434,40.661198,-73.770966,"(40.661198, -73.770966)",147 AVENUE                      ,FARMERS BOULEVARD,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,4021564,Sedan,Sedan,,,
11/15/2018,18:00,BROOKLYN,11205,40.693226,-73.96785,"(40.693226, -73.96785)",WAVERLY AVENUE                  ,MYRTLE AVENUE,,1,0,1,0,0,0,0,0,Pavement Slippery,,,,,4021604,Station Wagon/Sport Utility Vehicle,,,,
11/15/2018,18:00,QUEENS,11419,40.686695,-73.81498,"(40.686695, -73.81498)",129 STREET                      ,107 AVENUE,,2,0,0,0,0,0,2,0,Driver Inexperience,Unspecified,,,,4021523,Sedan,Sedan,,,
11/15/2018,18:01,QUEENS,11420,40.68665,-73.80918,"(40.68665, -73.80918)",135 STREET                      ,109 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4021583,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
11/15/2018,18:08,QUEENS,11355,40.74831,-73.82599,"(40.74831, -73.82599)",56 AVENUE                       ,MAIN STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4021660,Sedan,Sedan,,,
11/15/2018,18:10,BROOKLYN,11211,40.712612,-73.94914,"(40.712612, -73.94914)",AINSLIE STREET                  ,LORIMER STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,4021775,Sedan,Sedan,,,
11/15/2018,18:10,BROOKLYN,11249,40.70279,-73.96343,"(40.70279, -73.96343)",WYTHE AVENUE                    ,RODNEY STREET,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,4021785,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
11/15/2018,18:13,,,40.69473,-73.91928,"(40.69473, -73.91928)",CENTRAL AVENUE                  ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4021850,Station Wagon/Sport Utility Vehicle,Sedan,,,
11/15/2018,18:15,BROOKLYN,11211,40.703434,-73.96035,"(40.703434, -73.96035)",WILLIAMSBURG STREET WEST        ,BEDFORD AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4021797,Sedan,,,,
11/15/2018,18:16,BROOKLYN,11238,40.6834,-73.9638,"(40.6834, -73.9638)",,,234       SAINT JAMES PLACE             ,0,0,0,0,0,0,0,0,Unspecified,,,,,4021576,Station Wagon/Sport Utility Vehicle,,,,
11/15/2018,18:20,STATEN ISLAND,10306,40.57862,-74.10168,"(40.57862, -74.10168)",HYLAN BOULEVARD                 ,BEDFORD AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4021776,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,
11/15/2018,18:20,QUEENS,11377,40.735596,-73.89901,"(40.735596, -73.89901)",66 STREET                       ,51 AVENUE,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,,,,4021565,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
11/15/2018,18:24,BROOKLYN,11216,40.672527,-73.95026,"(40.672527, -73.95026)",NOSTRAND AVENUE                 ,STERLING PLACE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4021663,Pick-up Truck,Sedan,,,
11/15/2018,18:30,BROOKLYN,11211,40.708904,-73.95926,"(40.708904, -73.95926)",BROADWAY                        ,HAVEMEYER STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4021790,Station Wagon/Sport Utility Vehicle,,,,
11/15/2018,18:40,,,40.72293,-73.847336,"(40.72293, -73.847336)",QUEENS BOULEVARD                ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4021637,Station Wagon/Sport Utility Vehicle,Sedan,,,
11/15/2018,18:45,QUEENS,11364,40.74629,-73.774086,"(40.74629, -73.774086)",58 AVENUE                       ,203 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4021595,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
11/15/2018,18:45,,,40.78049,-73.983986,"(40.78049, -73.983986)",WEST END AVENUE                 ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4021827,Taxi,Sedan,,,
11/15/2018,18:50,QUEENS,11354,40.76856,-73.82141,"(40.76856, -73.82141)",33 AVENUE                       ,146 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4021614,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
11/15/2018,18:51,BROOKLYN,11235,40.583485,-73.9601,"(40.583485, -73.9601)",GUIDER AVENUE                   ,CONEY ISLAND AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4021714,Sedan,Station Wagon/Sport Utility Vehicle,,,
11/15/2018,18:55,,,40.666275,-73.93415,"(40.666275, -73.93415)",SCHENECTADY AVENUE              ,,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,4021670,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,
11/15/2018,19:00,QUEENS,11368,40.742455,-73.86424,"(40.742455, -73.86424)",50 AVENUE                       ,98 STREET,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,4021720,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
11/15/2018,19:00,QUEENS,11432,40.717186,-73.79528,"(40.717186, -73.79528)",170 STREET                      ,83 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4021588,Sedan,,,,
11/15/2018,19:00,,,40.71143,-73.72845,"(40.71143, -73.72845)",CROSS ISLAND PARKWAY            ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4021597,Sedan,Sedan,,,
11/15/2018,19:00,QUEENS,11004,40.74575,-73.71438,"(40.74575, -73.71438)",257 STREET                      ,UNION TURNPIKE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4021562,Sedan,Station Wagon/Sport Utility Vehicle,,,
11/15/2018,19:04,BROOKLYN,11207,40.683823,-73.908195,"(40.683823, -73.908195)",,,1450      BUSHWICK AVENUE               ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4021847,Station Wagon/Sport Utility Vehicle,Bus,,,
11/15/2018,19:09,,,,,,ATLANTIC AVENUE                 ,VANWYCK EXPRESSWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4021755,Taxi,Sedan,,,
11/15/2018,19:10,,,40.708694,-73.92071,"(40.708694, -73.92071)",TROUTMAN STREET                 ,,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,4021890,Sedan,,,,
11/15/2018,19:20,,,40.653667,-73.97866,"(40.653667, -73.97866)",19 STREET                       ,,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,4021708,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
11/15/2018,19:25,QUEENS,11418,40.70277,-73.82608,"(40.70277, -73.82608)",125 STREET                      ,HILLSIDE AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4021759,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
11/15/2018,19:27,BROOKLYN,11231,40.6863,-74.00451,"(40.6863, -74.00451)",DE GRAW STREET                  ,VAN BRUNT STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Traffic Control Disregarded,Other Vehicular,,,4021732,Sedan,Van,,,
11/15/2018,19:30,QUEENS,11373,40.73962,-73.88766,"(40.73962, -73.88766)",,,76-11     47 AVENUE                     ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4021721,Station Wagon/Sport Utility Vehicle,Sedan,,,
11/15/2018,19:30,QUEENS,11411,40.70008,-73.74314,"(40.70008, -73.74314)",,,210-42    NASHVILLE BOULEVARD           ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4021598,Station Wagon/Sport Utility Vehicle,Sedan,,,
11/15/2018,19:38,BROOKLYN,11225,40.66025,-73.959724,"(40.66025, -73.959724)",,,18        MAPLE STREET                  ,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,4021621,Sedan,Sedan,,,
11/15/2018,19:50,QUEENS,11691,40.60026,-73.761116,"(40.60026, -73.761116)",AZTEC PLACE                     ,FAR ROCKAWAY BOULEVARD,,1,0,1,0,0,0,0,0,Pavement Slippery,,,,,4021802,Station Wagon/Sport Utility Vehicle,,,,
11/15/2018,1:00,MANHATTAN,10003,40.735645,-73.98546,"(40.735645, -73.98546)",,,201       3 AVENUE                      ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4021673,Sedan,,,,
11/15/2018,1:05,QUEENS,11429,40.712994,-73.73602,"(40.712994, -73.73602)",,,103-22    SPRINGFIELD BOULEVARD         ,0,0,0,0,0,0,0,0,Unspecified,,,,,4020969,Station Wagon/Sport Utility Vehicle,,,,
11/15/2018,1:20,BROOKLYN,11201,,,,BROOKLYN BRIDGE                 ,Tillary Street,,1,0,0,0,0,0,1,0,Reaction to Uninvolved Vehicle,Reaction to Uninvolved Vehicle,,,,4021147,Sedan,Sedan,,,
11/15/2018,1:40,MANHATTAN,10022,40.760254,-73.967545,"(40.760254, -73.967545)",3 AVENUE                        ,EAST 57 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,4021342,Taxi,Pick-up Truck,,,
11/15/2018,20:00,QUEENS,11368,40.744087,-73.85475,"(40.744087, -73.85475)",,,108-64    51 AVENUE                     ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4021722,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
11/15/2018,20:00,,,40.774227,-73.98112,"(40.774227, -73.98112)",WEST 67 STREET                  ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4021832,Station Wagon/Sport Utility Vehicle,,,,
11/15/2018,20:05,MANHATTAN,10017,40.749825,-73.972206,"(40.749825, -73.972206)",EAST 42 STREET                  ,2 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4021678,Sedan,Pick-up Truck,,,
11/15/2018,20:05,,,40.670006,-73.95328,"(40.670006, -73.95328)",EASTERN PARKWAY                 ,,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,4021668,Sedan,Station Wagon/Sport Utility Vehicle,,,
11/15/2018,20:15,,,40.750454,-73.81152,"(40.750454, -73.81152)",OAK AVENUE                      ,,,1,0,0,0,0,0,1,0,Pavement Slippery,Unspecified,,,,4021615,Sedan,Sedan,,,
11/15/2018,20:18,BROOKLYN,11215,40.668102,-73.980576,"(40.668102, -73.980576)",7 AVENUE                        ,7 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4021889,Bus,Sedan,,,
11/15/2018,20:20,,,40.66454,-73.82276,"(40.66454, -73.82276)",LEFFERTS BOULEVARD              ,,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,4021646,Sedan,Station Wagon/Sport Utility Vehicle,,,
11/15/2018,20:24,QUEENS,11419,40.684383,-73.823265,"(40.684383, -73.823265)",107 AVENUE                      ,LEFFERTS BOULEVARD,,1,0,1,0,0,0,0,0,Unspecified,,,,,4021645,Station Wagon/Sport Utility Vehicle,,,,
11/15/2018,20:30,QUEENS,11354,40.76727,-73.82905,"(40.76727, -73.82905)",LEAVITT STREET                  ,34 AVENUE,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4021659,Sedan,Sedan,,,
11/15/2018,20:30,QUEENS,11417,40.673027,-73.843254,"(40.673027, -73.843254)",,,135-15    CROSS BAY BOULEVARD           ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4021653,Sedan,Sedan,,,
11/15/2018,20:30,,,,,,OCEAN PARKWAY                   ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4021707,Sedan,Sedan,,,
11/15/2018,20:30,,,40.786545,-73.95256,"(40.786545, -73.95256)",PARK AVENUE                     ,,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,4021841,Sedan,Station Wagon/Sport Utility Vehicle,,,
11/15/2018,20:40,,,40.847897,-73.92499,"(40.847897, -73.92499)",MAJOR DEEGAN EXPRESSWAY         ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4021743,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
11/15/2018,20:44,MANHATTAN,10016,40.74608,-73.974945,"(40.74608, -73.974945)",2 AVENUE                        ,EAST 36 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4021682,Sedan,Station Wagon/Sport Utility Vehicle,,,
11/15/2018,20:44,,,40.734783,-73.79323,"(40.734783, -73.79323)",67 AVENUE                       ,UTOPIA PARKWAY,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,4021586,Sedan,Sedan,,,
11/15/2018,20:45,,,,,,GRAND CENTRAL PARKWAY           ,MARCUS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4021733,Sedan,Sedan,,,
11/15/2018,20:58,MANHATTAN,10024,40.788593,-73.973114,"(40.788593, -73.973114)",,,173       WEST 88 STREET                ,0,0,0,0,0,0,0,0,Unspecified,,,,,4021851,Sedan,,,,
11/15/2018,21:00,MANHATTAN,10022,40.756912,-73.96557,"(40.756912, -73.96557)",,,347       EAST 54 STREET                ,0,0,0,0,0,0,0,0,Obstruction/Debris,,,,,4021679,Sedan,,,,
11/15/2018,21:00,QUEENS,11411,40.696167,-73.746056,"(40.696167, -73.746056)",,,206-09    LINDEN BOULEVARD              ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4021738,Sedan,Bus,,,
11/15/2018,21:00,,,,,,SOUTH CONDUIT AVENUE            ,LINDEN BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4021647,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,
11/15/2018,21:00,QUEENS,11355,40.745327,-73.833435,"(40.745327, -73.833435)",58 ROAD                         ,LAWRENCE STREET,,4,0,0,0,0,0,4,0,Failure to Yield Right-of-Way,Unspecified,,,,4021623,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
11/15/2018,21:15,QUEENS,11422,40.665245,-73.73757,"(40.665245, -73.73757)",SOUTH CONDUIT AVENUE            ,241 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4021599,Station Wagon/Sport Utility Vehicle,Sedan,,,
11/15/2018,21:15,STATEN ISLAND,10312,40.5604,-74.16975,"(40.5604, -74.16975)",,,3231      RICHMOND AVENUE               ,0,0,0,0,0,0,0,0,Unspecified,,,,,4021764,Station Wagon/Sport Utility Vehicle,,,,
11/15/2018,21:15,,,40.670124,-73.95528,"(40.670124, -73.95528)",EASTERN PARKWAY                 ,,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,4021669,Sedan,Sedan,,,
11/15/2018,21:20,BROOKLYN,11210,40.633427,-73.95298,"(40.633427, -73.95298)",BEDFORD AVENUE                  ,GLENWOOD ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4021906,Sedan,Sedan,,,
11/15/2018,21:20,MANHATTAN,10022,40.757008,-73.96388,"(40.757008, -73.96388)",EAST 55 STREET                  ,1 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Oversized Vehicle,,,,4021683,Bus,Sedan,,,
11/15/2018,21:20,QUEENS,11434,40.666386,-73.785,"(40.666386, -73.785)",SOUTH CONDUIT AVENUE            ,153 LANE,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,,,,,4021739,Station Wagon/Sport Utility Vehicle,,,,
11/15/2018,21:20,,,,,,CROSS ISLAND PARKWAY            ,,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,4021666,Station Wagon/Sport Utility Vehicle,Sedan,,,
11/15/2018,21:25,,,40.647068,-73.993935,"(40.647068, -73.993935)",,,OCEAN PARKWAY                           ,1,0,1,0,0,0,0,0,Unspecified,,,,,4021815,Sedan,,,,
11/15/2018,21:26,QUEENS,11421,40.68517,-73.86231,"(40.68517, -73.86231)",ROCKAWAY BOULEVARD              ,78 STREET,,1,0,0,0,0,0,1,0,Pavement Slippery,Unspecified,,,,4021760,Sedan,Sedan,,,
11/15/2018,21:30,QUEENS,11422,40.67452,-73.736084,"(40.67452, -73.736084)",MERRICK BOULEVARD               ,234 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4021735,Sedan,Station Wagon/Sport Utility Vehicle,,,
11/15/2018,6:00,,,40.869877,-73.920906,"(40.869877, -73.920906)",SEAMAN AVENUE                   ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4021441,Sedan,,,,
11/15/2018,21:30,,,40.75564,-73.8383,"(40.75564, -73.8383)",VAN WYCK EXPWY                  ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4021723,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
